Date,Price,Location,Bedroom,PropertyType
2022-03-09,45000000,Galadimawa,3,terraced duplex
2022-08-11,170000000,Kado,5,detached duplex
2022-08-11,27000000,Life Camp,3,block of flats
2022-08-11,65000000,Life Camp,3,semi-detached bungalow
2022-06-08,300000000,Maitama District,5,house
2022-08-10,125000000,Mabushi,4,terraced duplex
2022-07-26,72000000,Gwarinpa,3,detached bungalow
2022-08-10,45000000,Gaduwa,4,terraced duplex
2022-06-16,150000000,Guzape District,4,detached duplex
2022-06-19,140000000,Guzape District,4,house
2022-08-10,38000000,Jahi,2,block of flats
2022-08-10,600000000,Asokoro District,6,detached duplex
2022-07-03,40000000,Karsana,3,terraced duplex
2022-05-18,650000000,Asokoro District,6,detached duplex
2022-08-08,230000000,Asokoro District,5,detached duplex
2022-08-08,45000000,Galadimawa,4,terraced duplex
2022-08-08,42000000,Galadimawa,4,terraced duplex
2022-08-08,250000000,Gwarinpa,6,detached duplex
2022-08-08,350000000,Katampe,6,detached duplex
2022-07-13,75000000,Kaura,4,terraced duplex
2020-12-09,43000000,Life Camp,4,semi-detached duplex
2022-08-07,95000000,Life Camp,4,semi-detached duplex
2022-08-07,80000000,Life Camp,4,semi-detached duplex
2021-09-08,870000000,Katampe,5,detached duplex
2022-08-07,95000000,Jahi,4,semi-detached duplex
2022-08-07,130000000,Mabushi,4,house
2022-08-07,73000000,Karsana,3,detached bungalow
2022-08-07,140000000,Jabi,5,detached duplex
2022-07-20,350000000,Wuye,3,block of flats
2022-07-23,250000000,Katampe,4,detached duplex
2022-08-06,25000000,Gaduwa,2,block of flats
2022-08-06,80000000,Kubwa,5,detached duplex
2022-08-06,67000000,Asokoro District,3,terraced duplex
2022-08-06,67000000,Asokoro District,3,detached duplex
2022-05-17,100000000,Apo,4,detached duplex
2022-07-26,180000000,Mabushi,5,semi-detached duplex
2022-08-01,120000000,Mabushi,4,terraced duplex
2022-08-04,130000000,Gwarinpa,5,detached bungalow
2022-05-19,32500000,Mbora (Nbora),4,house
2022-08-05,450000000,Jahi,3,block of flats
2022-08-02,130000000,Mabushi,4,terraced duplex
2022-07-18,45000000,Life Camp,4,semi-detached duplex
2022-08-05,75000000,Gwarinpa,4,terraced duplex
2022-08-05,165000000,Galadimawa,4,detached duplex
2022-08-05,120000000,Jahi,4,terraced duplex
2022-07-06,170000000,Lokogoma District,4,detached duplex
2022-08-04,80000000,Guzape District,5,terraced duplex
2022-08-04,330000000,Maitama District,4,terraced duplex
2022-08-04,100000000,Jahi,3,terraced duplex
2022-08-04,28000000,Lugbe District,3,detached bungalow
2022-04-06,7000000,Kuje,2,detached bungalow
2022-08-03,1000000000,Jabi,4,terraced duplex
2021-11-23,120000000,Gwarinpa,4,semi-detached duplex
2022-08-03,50000000,Karsana,3,terraced duplex
2022-07-07,150000000,Katampe,4,terraced duplex
2022-07-07,130000000,Jahi,4,terraced duplex
2022-08-02,40000000,Lokogoma District,3,semi-detached duplex
2022-05-12,7000000,Kuje,2,detached bungalow
2022-08-01,850000000,Asokoro District,10,semi-detached duplex
2022-06-18,115000000,Gwarinpa,4,semi-detached duplex
2022-07-26,65000000,Asokoro District,3,semi-detached duplex
2022-08-01,90000000,Wuye,3,terraced duplex
2021-10-22,50000000,Gwarinpa,4,semi-detached duplex
2022-06-29,520000000,Wuse,3,block of flats
2022-07-30,75000000,Gwarinpa,3,detached bungalow
2022-07-30,600000000,Asokoro District,6,detached duplex
2022-07-08,35000000,Apo,3,terraced bungalow
2022-07-29,80000000,Lokogoma District,6,detached duplex
2022-07-24,650000000,Asokoro District,7,house
2022-06-19,25000000,Kuje,3,block of flats
2022-06-28,350000000,Asokoro District,5,detached duplex
2022-07-28,150000000,Gwarinpa,6,detached duplex
2022-07-28,37000000,Lokogoma District,4,detached duplex
2022-07-28,80000000,Wuye,4,terraced duplex
2022-07-28,60000000,Mbora (Nbora),3,detached bungalow
2022-07-28,35000000,Durumi,2,block of flats
2022-07-27,50000000,Gwarinpa,4,terraced duplex
2022-07-27,85000000,Jahi,4,terraced duplex
2022-07-27,145000000,Asokoro District,5,detached duplex
2022-07-27,180000000,Asokoro District,5,house
2022-07-08,180000000,Apo,4,terraced duplex
2022-07-08,350000000,Garki,3,block of flats
2022-07-26,100000000,Galadimawa,5,detached duplex
2022-07-26,75000000,Karsana,3,detached bungalow
2022-07-08,170000000,Life Camp,4,terraced duplex
2022-07-01,150000000,Katampe,4,terraced duplex
2022-07-26,80000000,Life Camp,4,semi-detached duplex
2022-07-26,400000000,Katampe,5,detached duplex
2022-05-26,45000000,Lokogoma District,4,terraced duplex
2022-07-11,45000000,Apo,4,terraced duplex
2022-07-25,750000000,Katampe,5,terraced duplex
2022-07-25,1400000000,Maitama District,8,detached duplex
2022-07-25,1500000000,Asokoro District,8,detached duplex
2022-07-25,650000000,Asokoro District,7,detached duplex
2022-07-25,55000000,Kubwa,4,terraced duplex
2022-05-30,48000000,Kuje,4,detached duplex
2022-05-26,88000000,Karmo,4,semi-detached duplex
2022-07-25,130000000,Guzape District,4,terraced duplex
2022-07-24,700000000,Jabi,7,detached duplex
2022-07-24,125000000,Jahi,4,terraced duplex
2022-06-21,900000000,Jabi,4,terraced duplex
2022-07-24,60000000,Gwarinpa,4,semi-detached duplex
2022-07-23,250000000,Guzape District,5,detached duplex
2022-07-23,80000000,Jahi,3,house
2022-06-02,380000000,Lugbe District,2,block of flats
2022-03-13,150000000,Katampe,5,terraced duplex
2022-07-03,160000000,Guzape District,5,detached duplex
2022-07-22,67000000,Apo,4,detached duplex
2022-07-22,250000000,Wuye,5,detached duplex
2021-09-17,370000000,Maitama District,5,semi-detached duplex
2022-07-02,85000000,Gwarinpa,4,terraced duplex
2022-07-11,150000000,Kaura,5,detached duplex
2022-07-21,130000000,Jahi,4,terraced duplex
2022-07-21,120000000,Apo,5,terraced duplex
2022-07-21,250000000,Jabi,5,detached duplex
2022-07-21,85000000,Guzape District,4,terraced duplex
2022-07-21,32000000,Lugbe District,4,detached bungalow
2022-07-20,200000000,Kado,4,semi-detached duplex
2022-07-20,160000000,Mabushi,4,semi-detached duplex
2022-07-20,120000000,Jabi,4,terraced duplex
2022-07-20,250000000,Katampe,5,detached duplex
2022-07-20,100000000,Lugbe District,4,detached duplex
2022-07-20,250000000,Utako,5,detached duplex
2022-07-20,250000000,Gwarinpa,6,detached duplex
2022-07-20,85000000,Galadimawa,4,terraced duplex
2022-07-20,400000000,Katampe,5,detached duplex
2022-03-03,70000000,Life Camp,4,terraced duplex
2022-06-13,250000000,Gudu,4,terraced duplex
2022-06-30,80000000,Galadimawa,4,terraced duplex
2022-07-19,23000000,Lugbe District,3,detached bungalow
2022-07-19,75000000,Mabushi,3,terraced duplex
2022-06-26,40000000,Lokogoma District,4,terraced duplex
2022-06-26,20000000,Lokogoma District,4,detached duplex
2022-06-29,135000000,Apo,5,detached duplex
2022-06-29,55000000,Apo,4,detached duplex
2022-06-29,27000000,Apo,4,terraced duplex
2022-07-19,200000000,Jabi,5,detached duplex
2022-07-18,300000000,Apo,6,detached duplex
2022-06-14,400000000,Wuye,7,detached duplex
2022-06-21,250000000,Wuse 2,4,semi-detached duplex
2022-07-07,52000000,Life Camp,4,terraced duplex
2022-07-18,280000000,Asokoro District,4,semi-detached duplex
2022-07-18,150000000,Jahi,4,terraced duplex
2022-06-17,210000000,Guzape District,6,detached duplex
2022-07-17,90000000,Mabushi,4,terraced duplex
2022-07-17,2500000000,Asokoro District,9,detached duplex
2022-07-17,270000000,Jahi,5,detached duplex
2022-07-17,1000000000,Jabi,4,terraced duplex
2022-07-17,140000000,Apo,6,detached duplex
2022-07-16,650000000,Asokoro District,6,detached duplex
2022-03-14,450000000,Katampe,4,terraced duplex
2022-06-27,110000000,Asokoro District,4,terraced duplex
2022-07-16,250000000,Life Camp,4,detached duplex
2022-07-15,130000000,Jahi,5,terraced duplex
2022-07-09,55000000,Life Camp,3,terraced duplex
2022-07-14,75000000,Apo,4,terraced duplex
2022-07-14,54000000,Lokogoma District,3,detached bungalow
2022-07-14,230000000,Asokoro District,5,semi-detached duplex
2022-07-13,45000000,Apo,3,block of flats
2022-07-13,500000000,Guzape District,6,detached duplex
2022-07-13,85000000,Apo,5,detached duplex
2022-07-13,90000000,Apo,5,detached duplex
2022-04-24,85000000,Mbora (Nbora),4,semi-detached duplex
2022-07-12,60000000,Lugbe District,5,detached duplex
2022-01-25,150000000,Wuye,4,terraced duplex
2022-07-10,60000000,Kubwa,5,detached duplex
2022-07-09,900000000,Katampe,8,detached duplex
2022-07-08,80000000,Asokoro District,2,terraced duplex
2022-07-06,42000000,Jabi,4,semi-detached duplex
2021-04-13,600000000,Maitama District,8,detached duplex
2022-03-28,155000000,Life Camp,6,detached bungalow
2022-05-19,400000000,Guzape District,4,terraced duplex
2022-06-17,280000000,Guzape District,5,detached duplex
2022-07-06,250000000,Wuye,2,block of flats
2022-07-05,26000000,Life Camp,3,terraced duplex
2022-07-06,55000000,Life Camp,4,house
2022-07-06,85000000,Lugbe District,5,detached duplex
2022-07-05,1200000000,Asokoro District,9,detached duplex
2022-07-04,700000000,Maitama District,5,semi-detached duplex
2022-07-04,85000000,Guzape District,4,semi-detached duplex
2022-07-04,75000000,Gwarinpa,6,detached duplex
2022-07-03,80000000,Lugbe District,5,detached duplex
2022-05-19,650000000,Asokoro District,6,detached duplex
2022-07-02,250000000,Dutse,6,detached duplex
2021-04-12,22500000,Kubwa,2,terraced duplex
2021-12-12,65000000,Gwarinpa,4,terraced duplex
2022-06-26,180000000,Guzape District,4,terraced duplex
2022-07-02,135000000,Guzape District,5,terraced duplex
2022-07-01,70000000,Life Camp,4,terraced duplex
2022-04-10,60000000,Gaduwa,3,block of flats
2022-07-01,800000000,Katampe,6,house
2022-06-30,190000000,Gwarinpa,5,detached duplex
2022-06-26,9000000,Kuje,2,block of flats
2021-07-13,15000000,Kuje,4,terraced duplex
2022-06-29,65000000,Wuye,4,terraced duplex
2022-06-29,80000000,Galadimawa,4,semi-detached duplex
2022-05-27,120000000,Mabushi,4,detached duplex
2022-06-19,40000000,Life Camp,3,block of flats
2020-11-23,50000000,Guzape District,3,block of flats
2020-12-01,120000000,Guzape District,4,semi-detached duplex
2022-06-27,600000000,Katampe,5,detached duplex
2022-04-04,500000000,Kado,2,block of flats
2022-05-23,75000000,Lugbe District,5,detached duplex
2022-05-28,650000000,Asokoro District,5,detached duplex
2021-11-28,55000000,Maitama District,4,terraced duplex
2022-06-25,800000000,Asokoro District,5,semi-detached duplex
2022-06-24,55000000,Life Camp,4,house
2022-06-24,250000000,Guzape District,5,detached duplex
2022-06-23,700000000,Apo,4,house
2022-06-23,35000000,Lugbe District,4,terraced duplex
2022-02-01,230000000,Maitama District,5,terraced duplex
2022-06-22,140000000,Apo,5,detached duplex
2022-06-22,140000000,Lokogoma District,5,house
2022-06-22,65000000,Guzape District,4,terraced duplex
2021-11-22,125000000,Gwarinpa,5,semi-detached duplex
2022-04-20,330000000,Gwarinpa,7,detached duplex
2021-02-16,160000000,Guzape District,5,semi-detached duplex
2022-06-22,1300000000,Maitama District,9,detached duplex
2021-09-21,60000000,Apo,4,detached duplex
2022-06-21,110000000,Guzape District,4,terraced duplex
2022-06-21,140000000,Guzape District,4,terraced duplex
2021-09-01,150000000,Katampe,4,terraced duplex
2021-09-14,550000000,Jabi,5,detached duplex
2022-06-21,150000000,Jahi,4,terraced duplex
2022-06-20,135000000,Guzape District,4,terraced duplex
2022-06-20,220000000,Asokoro District,4,house
2022-06-18,500000000,Asokoro District,6,detached duplex
2022-06-18,120000000,Mabushi,5,terraced duplex
2021-05-01,100000000,Guzape District,4,terraced duplex
2021-05-09,149000000,Katampe,4,terraced duplex
2021-05-16,450000000,Mabushi,6,detached duplex
2021-06-14,65000000,Galadimawa,5,detached duplex
2021-06-28,95000000,Kabusa,4,semi-detached duplex
2021-07-11,28000000,Lugbe District,3,detached bungalow
2021-07-26,27000000,Lugbe District,3,detached bungalow
2022-06-15,55000000,Galadimawa,3,detached bungalow
2022-06-15,130000000,Jabi,5,detached duplex
2022-06-12,110000000,Jahi,4,terraced duplex
2022-06-14,90000000,Guzape District,4,terraced duplex
2022-06-13,78000000,Jahi,4,terraced duplex
2022-06-12,200000000,Kado,4,detached duplex
2022-04-08,1300000000,Asokoro District,6,detached duplex
2022-04-11,130000000,Jahi,4,terraced duplex
2022-06-04,150000000,Katampe,4,terraced duplex
2022-06-12,200000000,Kado,4,semi-detached duplex
2022-06-12,280000000,Apo,6,detached duplex
2022-06-11,130000000,Jahi,4,terraced duplex
2021-11-24,1400000000,Asokoro District,9,detached duplex
2022-06-10,45000000,Life Camp,3,house
2022-06-10,50000000,Asokoro District,3,house
2021-10-05,100000000,Jahi,5,semi-detached duplex
2021-08-02,450000000,Gwarinpa,8,detached duplex
2022-02-05,850000000,Katampe,7,detached duplex
2022-01-09,45000000,Lokogoma District,3,terraced duplex
2022-05-26,78000000,Karmo,4,terraced duplex
2022-06-07,6000000000,Kaura,4,detached duplex
2022-04-08,75000000,Katampe,4,terraced duplex
2022-06-06,50000000,Karmo,4,terraced duplex
2022-05-13,150000000,Gaduwa,5,detached duplex
2022-06-04,1100000000,Maitama District,9,detached duplex
2022-06-04,140000000,Katampe,5,detached duplex
2020-11-28,190000000,Kubwa,2,semi-detached duplex
2022-06-02,250000000,Asokoro District,4,detached duplex
2022-06-02,36500000,Gwarinpa,3,terraced duplex
2022-06-02,1500000000,Mabushi,8,detached duplex
2021-08-30,400000000,Jabi,4,house
2021-07-13,17000000,Lugbe District,4,semi-detached duplex
2021-10-27,40000000,Dakibiyu,4,block of flats
2022-05-04,35000000,Idu Industrial,4,terraced duplex
2022-05-30,35000000,Kuje,4,detached duplex
2022-05-30,135000000,Life Camp,4,terraced duplex
2021-08-03,70000000,Katampe,4,terraced duplex
2022-05-29,35000000,Kabusa,4,terraced duplex
2022-05-29,65000000,Life Camp,4,terraced duplex
2022-05-28,80000000,Wuye,4,terraced duplex
2022-05-28,65000000,Karsana,3,detached bungalow
2022-05-28,280000000,Asokoro District,5,detached duplex
2022-04-25,75000000,Jahi,4,terraced duplex
2022-03-10,57500000,Lokogoma District,4,detached duplex
2022-05-27,950000000,Asokoro District,7,detached duplex
2022-05-27,280000000,Wuye,5,detached duplex
2022-05-07,45000000,Karsana,4,detached duplex
2022-05-07,35000000,Karsana,4,semi-detached duplex
2022-05-26,75000000,Gwarinpa,4,detached duplex
2022-05-26,260000000,Asokoro District,4,detached duplex
2021-04-17,450000000,Guzape District,6,detached duplex
2022-03-27,285000000,Jabi,5,detached duplex
2022-05-25,280000000,Guzape District,5,detached duplex
2022-05-25,270000000,Guzape District,5,detached duplex
2022-05-23,220000000,Guzape District,5,terraced duplex
2022-02-06,180000000,Karsana,6,detached duplex
2021-05-23,25000000,Lugbe District,3,detached bungalow
2021-10-16,55000000,Kubwa,5,detached duplex
2022-03-22,70000000,Asokoro District,3,terraced duplex
2022-03-22,65000000,Asokoro District,3,terraced duplex
2022-04-04,130000000,Gwarinpa,5,detached duplex
2022-05-11,600000000,Wuse 2,5,semi-detached duplex
2022-03-24,65000000,Katampe,4,terraced duplex
2022-05-21,420000000,Guzape District,8,detached duplex
2022-05-21,35000000,Dutse,8,detached duplex
2022-04-27,80000000,Life Camp,5,semi-detached duplex
2022-05-09,40000000,Kubwa,8,detached bungalow
2022-05-19,250000000,Jabi,6,detached duplex
2022-05-19,500000000,Wuse 2,5,detached duplex
2022-05-17,400000000,Wuse 2,5,detached duplex
2022-05-17,14000000000,Katampe,5,detached duplex
2021-11-22,155000000,Karsana,5,detached duplex
2022-04-12,90000000,Life Camp,4,terraced duplex
2022-04-04,250000000,Maitama District,4,terraced duplex
2022-04-24,150000000,Guzape District,4,semi-detached duplex
2022-05-11,230000000,Guzape District,5,detached duplex
2022-04-15,2000000000,Maitama District,9,detached duplex
2022-04-19,1100000000,Asokoro District,6,detached duplex
2022-04-19,650000000,Asokoro District,6,detached duplex
2022-05-11,80000000,Galadimawa,4,semi-detached duplex
2022-04-29,50000000,Gaduwa,4,terraced duplex
2021-09-07,400000000,Guzape District,4,detached duplex
2022-05-07,4000000000,Maitama District,6,detached duplex
2022-05-07,65000000,Asokoro District,3,terraced duplex
2022-04-16,85000000,Lugbe District,4,detached duplex
2021-05-28,180000000,Lugbe District,4,semi-detached duplex
2022-05-05,170000000,Guzape District,5,semi-detached duplex
2022-03-26,120000000,Guzape District,4,terraced duplex
2022-05-04,180000000,Wuse,6,detached duplex
2022-02-10,450000000,Durumi,7,semi-detached duplex
2022-03-07,150000000,Guzape District,4,terraced duplex
2022-03-08,500000000,Maitama District,7,detached duplex
2022-04-21,450000000,Guzape District,5,detached duplex
2022-05-03,120000000,Life Camp,4,detached duplex
2022-04-30,130000000,Guzape District,4,terraced duplex
2022-03-29,140000000,Gwarinpa,4,terraced duplex
2022-03-31,110000000,Life Camp,4,semi-detached duplex
2022-03-31,32000000,Idu Industrial,3,semi-detached duplex
2021-05-07,105000000,Katampe,4,terraced duplex
2021-10-27,105000000,Katampe,4,semi-detached duplex
2022-04-04,45000000,Galadimawa,3,detached bungalow
2022-04-25,150000000,Kubwa,2,block of flats
2021-07-29,90000000,Life Camp,4,semi-detached duplex
2021-09-21,1400000000,Maitama District,9,detached duplex
2022-04-22,95000000,Jahi,4,terraced duplex
2022-04-22,65000000,Asokoro District,3,terraced duplex
2022-04-22,50000000,Lugbe District,6,detached duplex
2022-04-21,42000000,Apo,4,detached bungalow
2022-04-21,20000000,Apo,4,detached bungalow
2020-11-09,180000000,Guzape District,5,detached duplex
2021-08-12,475000000,Wuse,6,detached duplex
2022-04-16,75000000,Lugbe District,4,detached duplex
2022-04-16,80000000,Lugbe District,4,semi-detached duplex
2022-04-16,100000000,Lugbe District,4,detached duplex
2022-04-01,150000000,Wuye,4,terraced duplex
2022-04-15,150000000,Wuye,4,terraced duplex
2022-04-15,75000000,Guzape District,4,terraced duplex
2021-11-11,65000000,Life Camp,4,semi-detached duplex
2022-04-14,30000000,Lugbe District,2,detached bungalow
2022-04-14,95000000,Gwarinpa,5,detached duplex
2022-04-01,1000000000,Guzape District,9,detached duplex
2022-04-13,265000000,Wuye,5,detached duplex
2022-04-10,150000000,Life Camp,4,terraced duplex
2021-03-07,150000000,Wuye,4,terraced duplex
2022-04-01,350000000,Jabi,5,detached duplex
2022-04-06,100000000,Katampe,4,terraced duplex
2022-02-26,3200000000,Central Business District,5,semi-detached duplex
2022-04-05,1300000000,Katampe,4,terraced duplex
2022-04-05,80000000,Jahi,4,terraced duplex
2022-02-11,850000000,Guzape District,7,detached duplex
2022-04-02,105000000,Gwarinpa,4,semi-detached duplex
2022-03-31,110000000,Apo,6,detached duplex
2022-04-01,350000000,Wuye,5,detached duplex
2022-03-30,450000000,Wuse 2,5,detached duplex
2022-03-28,125000000,Karmo,4,detached duplex
2021-03-08,60000000,Gwarinpa,3,detached bungalow
2022-02-13,75000000,Mabushi,4,terraced duplex
2022-02-17,110000000,Mabushi,4,semi-detached duplex
2022-03-26,85000000,Life Camp,4,terraced duplex
2022-03-05,65000000,Asokoro District,3,terraced duplex
2022-03-16,160000000,Guzape District,4,terraced duplex
2022-03-26,120000000,Utako,4,terraced duplex
2022-03-26,120000000,Katampe,3,terraced duplex
2021-10-25,70000000,Guzape District,4,terraced duplex
2022-03-25,60000000,Karsana,5,detached duplex
2021-10-11,800000000,Katampe,7,detached duplex
2022-03-23,500000000,Asokoro District,4,semi-detached duplex
2022-03-23,140000000,Wuye,5,house
2021-06-11,30000000,Lugbe District,5,detached duplex
2022-03-21,100000000,Gwarinpa,5,semi-detached duplex
2022-03-20,48000000,Life Camp,4,terraced duplex
2022-03-19,65000000,Gwarinpa,3,semi-detached duplex
2022-02-03,400000000,Guzape District,6,detached duplex
2021-05-23,155000000,Mabushi,5,terraced duplex
2022-02-06,300000000,Guzape District,6,semi-detached duplex
2021-06-01,90000000,Life Camp,4,semi-detached duplex
2022-03-15,600000000,Maitama District,4,detached duplex
2022-03-13,30000000,Lokogoma District,3,house
2022-03-11,500000000,Kado,2,block of flats
2022-03-09,85000000,Gwarinpa,4,detached duplex
2022-03-07,850000000,Asokoro District,8,house
2022-03-06,1500000000,Mabushi,4,terraced duplex
2022-03-05,53000000,Guzape District,4,terraced duplex
2022-03-03,65000000,Lokogoma District,5,detached duplex
2022-03-01,100000000,Life Camp,4,terraced duplex
2022-02-28,55000000,Karsana,4,semi-detached duplex
2022-02-27,55500000,Kaura,4,terraced duplex
2022-02-08,280000000,Wuse 2,4,terraced duplex
2021-12-29,35000000,Jahi,2,block of flats
2022-02-20,340000000,Katampe,4,detached duplex
2022-02-18,90000000,Guzape District,4,terraced duplex
2022-02-16,75000000,Gwarinpa,4,terraced duplex
2022-02-13,45000000,Wuye,3,detached bungalow
2022-02-09,18500000,Kubwa,3,detached bungalow
2022-02-11,300000000,Katampe,6,house
2022-02-08,160000000,Wuse,4,detached bungalow
2022-02-07,35000000,Lokogoma District,3,detached bungalow
2022-02-06,550000000,Asokoro District,6,detached duplex
2022-01-20,250000000,Asokoro District,4,detached duplex
2022-02-06,6000000000,Mabushi,5,detached duplex
2022-02-06,135000000,Gwarinpa,4,detached duplex
2021-08-24,25000000,Katampe,2,block of flats
2022-01-09,150000000,Gwarinpa,4,terraced duplex
2022-02-02,110000000,Gwarinpa,5,semi-detached duplex
2022-02-02,130000000,Utako,5,terraced duplex
2022-01-30,500000000,Maitama District,5,detached duplex
2022-01-28,350000000,Maitama District,5,detached duplex
2022-01-27,85050000,Katampe,4,terraced duplex
2022-01-27,64693453,Lokogoma District,4,semi-detached duplex
2022-01-27,55282666,Lokogoma District,4,terraced duplex
2022-01-27,43535100,Lokogoma District,3,terraced duplex
2020-10-10,210000000,Asokoro District,4,detached duplex
2022-01-25,1200000000,Katampe,4,terraced duplex
2021-03-26,60000000,Life Camp,4,semi-detached duplex
2022-01-24,75000000,Life Camp,4,terraced duplex
2021-04-12,55000000,Kubwa,3,terraced duplex
2022-01-17,85000000,Lugbe District,5,detached duplex
2022-01-17,140000000,Jabi,4,terraced duplex
2021-08-01,110000000,Guzape District,4,terraced duplex
2022-01-07,800000000,Katampe,4,house
2021-12-29,85000000,Guzape District,5,terraced duplex
2022-01-05,38000000,Gaduwa,2,semi-detached bungalow
2022-01-04,700000000,Wuse,5,detached duplex
2022-01-03,165000000,Guzape District,5,semi-detached duplex
2022-01-01,65000000,Guzape District,4,terraced duplex
2021-12-30,120000000,Life Camp,4,terraced duplex
2021-12-30,95000000,Gaduwa,4,terraced duplex
2021-12-24,180000000,Guzape District,5,semi-detached duplex
2021-12-16,750000000,Asokoro District,5,terraced duplex
2021-12-09,1500000000,Maitama District,8,detached duplex
2021-12-02,50000000,Lugbe District,5,detached duplex
2021-12-10,80000000,Wuye,4,terraced duplex
2021-12-06,300000000,Durumi,6,detached duplex
2021-12-06,100000000,Guzape District,5,terraced duplex
2021-12-02,80000000,Wuye,5,terraced duplex
2021-11-29,1200000000,Asokoro District,8,house
2021-11-23,40000000,Kubwa,4,detached duplex
2021-11-22,40000000,Gaduwa,4,detached bungalow
2021-11-18,250000000,Jahi,5,detached duplex
2021-11-16,45000000,Life Camp,4,terraced duplex
2021-11-05,70000000,Life Camp,4,terraced duplex
2021-11-04,170000000,Apo,5,detached duplex
2021-08-24,250000000,Wuye,5,detached duplex
2021-10-28,350000000,Maitama District,4,terraced duplex
2021-10-18,200000000,Jabi,5,detached duplex
2021-05-28,800000000,Asokoro District,7,detached duplex
2021-10-15,1800000000,Maitama District,10,detached duplex
2021-08-24,300000000,Maitama District,4,house
2021-05-04,350000008,Katampe,4,detached duplex
2021-10-05,2500000000,Asokoro District,4,semi-detached duplex
2021-10-05,1500000000,Asokoro District,9,detached duplex
2021-10-05,150000000,Garki,4,semi-detached duplex
2021-10-04,350000000,Katampe,5,semi-detached duplex
2021-09-30,250000000,Utako,5,detached duplex
2021-09-26,800000000,Maitama District,5,detached duplex
2021-09-21,43000000,Kubwa,3,terraced duplex
2021-09-08,50000000,Mabushi,2,block of flats
2021-09-16,400000000,Maitama District,5,detached duplex
2021-09-16,135000000,Jahi,4,house
2021-09-03,100000000,Life Camp,4,detached duplex
2021-09-02,350000000,Garki,5,detached duplex
2021-08-30,120000000,Gwarinpa,2,block of flats
2021-06-30,1800000000,Maitama District,8,detached duplex
2021-08-11,250000000,Jahi,5,detached duplex
2021-07-12,600000000,Asokoro District,6,detached duplex
2021-05-09,144000000,Lokogoma District,2,block of flats
2020-11-08,55000000,Mabushi,3,block of flats
2021-07-19,45000000,Jabi,4,terraced duplex
2021-06-11,60000000,Lugbe District,4,detached duplex
2021-07-08,65000000,Gaduwa,5,terraced duplex
2021-07-05,45000000,Lokogoma District,3,detached bungalow
2021-07-01,60000000,Garki,3,terraced duplex
2021-05-31,75000000,Apo,3,semi-detached bungalow
2021-05-13,350000000,Katampe,4,detached duplex
2021-03-07,55000000,Gaduwa,5,terraced duplex
2021-04-30,32000000,Life Camp,3,block of flats
2021-04-28,180000000,Wuye,5,detached duplex
2021-04-09,280000000,Gwarinpa,6,detached duplex
2021-01-22,40000000,Lokogoma District,5,detached duplex
2021-03-18,9000000,Kuje,2,terraced bungalow
2020-11-18,38000000,Life Camp,3,terraced duplex
2020-10-04,100000000,Jahi,5,terraced duplex
2022-10-02,75000000,Idu Industrial,4,terraced duplex
2022-10-02,800000000,Maitama District,5,semi-detached duplex
2022-10-01,100000000,Guzape District,4,terraced duplex
2022-10-01,450000000,Katampe,4,semi-detached duplex
2022-10-01,50000000,Galadimawa,3,terraced duplex
2022-10-01,65000000,Galadimawa,4,terraced duplex
2022-09-30,17000000,Kuje,3,detached bungalow
2022-09-30,240000000,Wuse,5,detached duplex
2022-09-30,280000000,Jahi,5,detached duplex
2022-09-30,1300000000,Maitama District,8,detached duplex
2022-09-30,900000000,Asokoro District,4,semi-detached duplex
2022-09-30,120000000,Life Camp,4,detached duplex
2022-09-30,195000000,Karsana,5,detached duplex
2022-09-30,190000000,Gwarinpa,5,detached duplex
2022-09-30,150000000,Life Camp,4,semi-detached duplex
2022-09-30,200000000,Jahi,5,terraced duplex
2022-09-30,250000000,Jahi,5,terraced duplex
2022-09-30,135000000,Lugbe District,7,detached duplex
2022-09-30,55000000,Life Camp,4,terraced duplex
2022-09-30,150000000,Lokogoma District,5,detached duplex
2022-09-30,85000000,Life Camp,4,terraced duplex
2022-09-29,200000000,Guzape District,4,semi-detached duplex
2022-09-29,30000000,Galadimawa,3,detached bungalow
2022-09-29,40000000,Lugbe District,5,detached bungalow
2022-09-29,70000000,Lugbe District,4,detached duplex
2022-09-29,500000000,Katampe,7,detached duplex
2022-09-29,120000000,Katampe,4,terraced duplex
2022-09-29,80000000,Life Camp,4,terraced duplex
2022-09-29,250000000000,Jahi,6,semi-detached duplex
2022-09-29,110000000,Apo,5,semi-detached duplex
2022-09-29,300000000,Kaura,6,house
2022-09-29,2870939303280,Asokoro District,7,house
2022-09-29,200000000,Galadimawa,6,house
2022-09-29,120000000,Guzape District,4,terraced duplex
2022-09-29,140000000,Guzape District,4,terraced duplex
2022-09-29,130000000,Guzape District,4,terraced duplex
2022-09-29,35000000,Dakwo,3,terraced duplex
2022-09-29,18000000000,Kyami,4,terraced duplex
2022-09-29,500000000,Guzape District,6,detached duplex
2022-09-28,130000000,Asokoro District,4,detached duplex
2022-09-28,160000000,Katampe,5,terraced duplex
2022-09-28,130000000,Guzape District,4,terraced duplex
2022-09-28,140000000,Guzape District,4,terraced duplex
2022-09-28,80000000,Guzape District,4,terraced duplex
2022-09-28,200000000,Garki,4,detached bungalow
2022-09-28,110000000,Guzape District,4,terraced duplex
2022-09-28,195000000,Garki,2,block of flats
