Date,Price,Location,Bedroom,PropertyType
2022-07-02,950000000,Guzape District,7,detached duplex
2022-07-02,750000000,Asokoro District,6,detached duplex
2022-07-02,100000000,Mabushi,4,terraced duplex
2022-07-02,130000000,Mabushi,4,terraced duplex
2022-07-02,52000000,Gwarinpa,3,house
2022-07-02,200000000,Life Camp,5,detached duplex
2022-07-02,80000000,Life Camp,4,house
2022-07-02,120000000,Mabushi,4,terraced duplex
2022-07-01,100000000,Mabushi,4,terraced duplex
2022-07-01,115000000,Mabushi,4,terraced duplex
2022-07-01,105000000,Galadimawa,5,detached duplex
2022-07-01,125000000,Mabushi,4,terraced duplex
2022-07-01,200000000,Life Camp,5,detached duplex
2022-07-01,85000000,Central Area Phase 2,5,semi-detached duplex
2022-07-01,220000000,Guzape District,5,house
2022-07-01,80000000,Life Camp,4,terraced duplex
2022-06-30,170000000,Gwarinpa,5,semi-detached duplex
2022-06-30,135000000,Mabushi,4,terraced duplex
2022-06-30,50000000,Mabushi,2,block of flats
2022-06-30,150000000,Wuye,4,terraced duplex
2022-06-30,10000000,Bwari,4,detached duplex
2022-06-30,220000000,Gwarinpa,7,detached duplex
2022-06-30,150000000,Katampe,4,terraced duplex
2022-06-30,180000000,Life Camp,5,detached duplex
2022-06-29,100000000,Jahi,4,terraced duplex
2022-06-29,250000000,Katampe,5,house
2022-06-29,450000000,Asokoro District,5,detached duplex
2022-06-29,250000000,Katampe,5,terraced duplex
2022-06-29,185000000,Mbora (Nbora),4,detached duplex
2022-06-29,65000000,Gwarinpa,5,semi-detached duplex
2022-06-29,150000000,Guzape District,4,terraced duplex
2022-06-29,300000000,Guzape District,5,semi-detached duplex
2022-06-29,105000000,Mabushi,4,terraced duplex
2022-06-29,29000000,Lokogoma District,3,detached bungalow
2022-06-29,450000000,Gwarinpa,8,detached duplex
2022-06-29,95000000,Gwarinpa,5,detached duplex
2022-06-28,90000000,Gwarinpa,5,detached duplex
2022-06-28,450000000,Asokoro District,7,semi-detached duplex
2022-06-28,30000000,Kuje,2,detached bungalow
2022-06-28,145000000,Gudu,4,semi-detached duplex
2022-06-28,75000000,Wumba,4,detached duplex
2022-06-28,180000000,Mabushi,5,semi-detached duplex
2022-06-28,75000000,Guzape District,5,terraced duplex
2022-06-13,40000000,Lugbe District,5,detached duplex
2022-06-27,70000000,Galadimawa,4,terraced duplex
2022-06-27,130000000,Wuse,4,terraced duplex
2022-06-27,110000000,Mabushi,5,semi-detached duplex
2022-06-27,250000000,Katampe,6,semi-detached duplex
2022-06-27,350000000,Katampe,4,detached duplex
2022-06-27,280000000,Katampe,5,detached duplex
2022-06-27,90000000,Jabi,4,terraced duplex
2022-04-24,90000000,Lokogoma District,4,detached duplex
2022-04-24,900000000,Guzape District,6,detached duplex
2022-04-24,650000000,Guzape District,5,detached duplex
2022-06-26,140000000,Guzape District,4,terraced duplex
2022-06-26,115000000,Guzape District,4,terraced duplex
2022-06-26,120000000,Guzape District,4,terraced duplex
2022-06-26,75000000,Mbora (Nbora),4,detached duplex
2022-06-26,250000000,Wuye,5,detached duplex
2022-06-26,95000000,Jabi,4,terraced duplex
2022-06-08,180000000,Mabushi,5,semi-detached duplex
2022-06-26,70000000,Wuye,4,house
2022-06-26,130000000,Jabi,4,terraced duplex
2022-06-26,290000000,Asokoro District,4,detached duplex
2022-06-26,240000000,Asokoro District,5,detached duplex
2022-06-25,280000000,Katampe,5,detached duplex
2022-06-25,185000000,Mbora (Nbora),4,detached duplex
2022-06-25,70000000,Wuye,4,terraced duplex
2022-06-25,120000000,Guzape District,4,terraced duplex
2022-06-25,100000000,Jahi,4,terraced duplex
2022-06-25,45000000,Lugbe District,5,detached duplex
2022-06-25,800000000,Katampe,5,detached bungalow
2022-06-24,70000000,Wuye,4,terraced duplex
2022-06-24,100000000,Gwarinpa,4,terraced duplex
2022-06-24,90000000,Jahi,4,terraced duplex
2022-06-23,130000000,Mabushi,4,detached duplex
2022-06-23,90000000,Jahi,4,terraced duplex
2022-06-23,900000000,Katampe,5,detached duplex
2022-05-02,250000000,Wuse,4,detached bungalow
2022-06-23,130000000,Gwarinpa,4,house
2022-05-28,40000000,Life Camp,4,terraced duplex
2022-06-23,130000000,Jabi,4,terraced duplex
2022-06-23,140000000,Jahi,4,terraced duplex
2022-06-22,100000000,Jahi,4,terraced duplex
2022-06-22,145000000,Jahi,4,terraced duplex
2022-06-22,135000000,Gwarinpa,4,semi-detached duplex
2022-06-22,90000000,Jahi,4,house
2022-06-22,150000000,Jabi,4,terraced duplex
2022-06-22,135000000,Jahi,4,terraced duplex
2022-06-22,130000000,Kubwa,2,block of flats
2022-06-21,70000000,Gaduwa,5,detached duplex
2022-06-21,170000000,Life Camp,4,detached duplex
2022-06-20,110000000,Jahi,4,terraced duplex
2022-06-21,130000000,Asokoro District,4,semi-detached duplex
2022-06-21,340000000,Galadimawa,3,block of flats
2022-06-21,240000000,Asokoro District,4,detached duplex
2022-04-13,38500000,Life Camp,3,block of flats
2022-06-21,75000000,Wuye,4,terraced duplex
2022-06-21,60000000,Dakwo,4,detached duplex
2022-06-21,380000000,Utako,5,detached duplex
2022-06-20,120000000,Jahi,4,terraced duplex
2022-06-20,85000000,Jahi,4,terraced duplex
2022-06-20,75000000,Kaura,4,terraced duplex
2022-06-20,75000000,Kubwa,2,house
2022-06-20,950000000,Maitama District,8,semi-detached duplex
2022-05-19,55000000,Life Camp,4,terraced duplex
2022-06-19,70000000,Katampe,3,terraced duplex
2022-06-20,180000000,Mabushi,5,semi-detached duplex
2022-06-20,120000000,Mabushi,4,terraced duplex
2022-05-26,75000000,Kaura,4,terraced duplex
2022-06-20,150000000,Katampe,4,terraced duplex
2022-06-19,95000000,Guzape District,4,terraced duplex
2022-06-19,150000000,Katampe,4,terraced duplex
2022-06-19,155000000,Katampe,4,terraced duplex
2022-06-11,105000000,Life Camp,5,semi-detached duplex
2022-06-12,125000000,Katampe,4,detached duplex
2022-06-19,60000000,Idu Industrial,4,terraced duplex
2022-06-19,150000000,Life Camp,4,detached duplex
2022-06-18,140000000,Guzape District,4,semi-detached duplex
2022-06-18,45000000,Life Camp,3,house
2022-06-18,800000000,Katampe,9,detached duplex
2022-06-18,350000000,Gwarinpa,8,detached duplex
2022-06-18,350000000,Gwarinpa,10,detached duplex
2022-06-17,40000000,Central Area Phase 2,3,detached bungalow
2022-06-17,115000000,Apo,5,terraced duplex
2022-06-17,130000000,Karu,6,semi-detached duplex
2022-06-17,85000000,Gwarinpa,4,terraced duplex
2022-06-17,200000000,Kado,3,detached bungalow
2022-04-13,25000000,Life Camp,4,house
2022-06-12,4000000000,Katampe,4,semi-detached duplex
2022-06-17,50000000,Apo,4,terraced duplex
2022-05-09,60000000,Jahi,4,terraced duplex
2022-05-13,75000000,Gwarinpa,5,detached duplex
2022-06-16,28000000,Lugbe District,3,semi-detached bungalow
2022-06-16,85000000,Wuye,3,house
2022-06-16,70000000,Katampe,3,terraced duplex
2022-06-15,30000000,Kubwa,2,semi-detached duplex
2022-06-15,62000000,Dakwo,5,detached duplex
2022-06-15,1200000000,Mabushi,5,detached duplex
2022-06-15,80000000,Jahi,4,terraced duplex
2022-05-25,900000000,Asokoro District,7,detached duplex
2022-06-15,150000000,Jahi,4,terraced duplex
2022-06-15,120000000,Mabushi,4,terraced duplex
2022-06-14,150000000,Wuye,4,house
2022-05-05,550000000,Guzape District,6,detached duplex
2022-06-14,200000000,Gwarinpa,5,semi-detached duplex
2022-06-06,65000000,Kaura,4,terraced duplex
2022-06-13,145000000,Kaura,6,detached duplex
2022-06-13,550000000,Guzape District,8,detached duplex
2022-06-13,500000000,Guzape District,5,detached duplex
2022-06-13,80000000,Kaura,4,terraced duplex
2022-06-12,200000000,Kado,4,semi-detached duplex
2022-04-21,100000000,Gwarinpa,4,semi-detached duplex
2022-06-12,80000000,Life Camp,4,terraced duplex
2022-06-12,130000000,Jahi,4,terraced duplex
2022-06-12,1000000000,Asokoro District,6,detached duplex
2022-06-12,850000000,Katampe,7,detached duplex
2022-06-12,850000000,Guzape District,6,detached duplex
2022-06-12,780000000,Katampe,9,detached duplex
2022-06-12,70000000,Gwarinpa,4,terraced duplex
2022-06-12,200000000,Kado,4,semi-detached duplex
2022-06-12,800000000,Katampe,8,detached duplex
2022-06-11,50000000,Guzape District,5,detached duplex
2022-06-10,47000000,Karu,5,detached duplex
2022-06-10,27000000,Lugbe District,2,detached bungalow
2022-06-10,70000000,Katampe,3,terraced duplex
2022-06-10,100000000,Life Camp,4,terraced duplex
2022-06-10,130000000,Wuse,4,terraced duplex
2022-06-10,75000000,Mbora (Nbora),5,terraced duplex
2022-05-12,200000000,Katampe,5,terraced duplex
2022-06-10,850000000,Jabi,5,semi-detached duplex
2022-06-10,150000000,Katampe,4,terraced duplex
2022-06-10,170000000,Gwarinpa,4,detached duplex
2022-06-10,250000000,Gudu,4,detached duplex
2022-06-10,70000000,Katampe,3,semi-detached duplex
2022-06-10,75000000,Galadimawa,3,detached bungalow
2022-06-10,300000000,Apo,6,detached duplex
2022-06-10,55000000,Life Camp,3,block of flats
2022-06-09,78000000,Wuye,3,terraced duplex
2022-06-09,55000000,Life Camp,5,terraced duplex
2022-06-09,850000000,Katampe,8,detached duplex
2022-06-09,65000000,Wuye,3,terraced duplex
2022-06-07,120000000,Mabushi,4,terraced duplex
2022-06-08,95000000,Life Camp,4,detached duplex
2022-06-08,90000000,Life Camp,4,semi-detached duplex
2022-06-08,80000000,Kaura,4,house
2022-06-08,75000000,Kukwaba,4,semi-detached duplex
2022-06-08,40000000,Idu Industrial,3,terraced duplex
2022-06-08,850000000,Guzape District,6,detached duplex
2022-06-08,180000000,Mabushi,5,semi-detached duplex
2022-06-08,65000000,Wuye,3,semi-detached duplex
2022-06-08,110000000,Mabushi,4,semi-detached duplex
2022-06-08,110000000,Mabushi,4,terraced duplex
2022-05-17,1000000000,Maitama District,6,house
2022-06-03,300000000,Wuye,5,detached duplex
2022-06-07,2000000000,Gudu,4,terraced duplex
2022-06-07,120000000,Apo,3,terraced duplex
2022-06-07,300000000,Gwarinpa,5,detached duplex
2022-04-21,105000000,Katampe,6,semi-detached duplex
2022-06-06,75000000,Lugbe District,5,detached duplex
2022-06-06,100000000,Apo,4,terraced duplex
2022-06-06,80000000,Life Camp,4,terraced duplex
2022-06-06,120000000,Life Camp,5,terraced duplex
2022-06-05,150000000,Guzape District,4,detached duplex
2022-06-05,120000000,Guzape District,4,terraced duplex
2022-06-05,140000000,Guzape District,4,terraced duplex
2022-04-20,200000000,Wuse,6,house
2022-04-12,120000000,Mabushi,5,detached duplex
2022-06-05,150000000,Guzape District,4,terraced duplex
2022-06-05,130000000,Jahi,4,terraced duplex
2022-06-04,115000000,Apo,3,house
2022-06-04,3500000000,Asokoro District,7,detached duplex
2022-06-04,180000000,Apo,5,detached duplex
2022-06-04,80000000,Katampe,4,terraced duplex
2022-06-04,650000000,Apo,4,terraced duplex
2022-05-20,450000000,Guzape District,5,detached duplex
2022-06-03,240000000,Maitama District,5,terraced duplex
2022-06-03,150000000,Guzape District,4,terraced duplex
2022-06-03,250000000,Asokoro District,5,detached duplex
2022-06-02,80000000,Idu Industrial,5,detached duplex
2022-06-02,45000000,Gwarinpa,3,terraced duplex
2022-06-02,100000000,Jabi,4,terraced duplex
2022-06-02,130000000,Jahi,4,terraced duplex
2022-06-02,135000000,Jahi,4,terraced duplex
2022-06-02,130000000,Jahi,4,terraced duplex
2022-05-28,300000000,Apo,6,house
2022-06-01,120000000,Guzape District,4,terraced duplex
2022-06-01,155000000,Wuye,4,terraced duplex
2022-06-01,450000000,Guzape District,5,terraced duplex
2022-06-01,300000000,Guzape District,4,house
2022-05-31,150000000,Katampe,4,detached duplex
2022-05-31,300000000,Guzape District,4,semi-detached duplex
2022-05-31,150000000,Wuye,5,terraced duplex
2022-05-31,90000000,Life Camp,4,detached duplex
2022-05-28,250000000,Gudu,6,detached duplex
2022-05-31,70000000,Garki,4,terraced duplex
2022-05-31,250000000,Jahi,4,terraced duplex
2022-05-31,120000000,Apo,5,terraced duplex
2022-05-30,135000000,Life Camp,4,terraced duplex
2022-05-30,32000000,Lokogoma District,3,terraced duplex
2022-05-30,90000000,Jahi,4,terraced duplex
2022-05-29,250000000,Garki,6,detached duplex
2022-05-29,170000000,Apo,4,semi-detached duplex
2022-05-29,200000000,Karsana,5,house
2022-05-29,29000000,Life Camp,3,block of flats
2022-05-29,95000000,Gwarinpa,4,detached duplex
2022-05-29,100000000,Apo,5,detached duplex
2022-05-29,47000000,Life Camp,4,terraced duplex
2022-05-28,45000000,Life Camp,4,terraced duplex
2022-05-09,220000000,Gwarinpa,6,detached duplex
2022-05-27,65000000,Life Camp,4,terraced duplex
2022-05-27,60000000,Apo,4,terraced duplex
2022-05-27,200000000,Mabushi,5,semi-detached duplex
2022-05-26,65000000,Life Camp,3,terraced duplex
2022-05-26,75000000,Lugbe District,4,detached duplex
2022-05-26,85000000,Lugbe District,4,detached duplex
2022-05-26,100000000,Lugbe District,3,detached bungalow
2022-05-26,70000000,Dakibiyu,3,block of flats
2022-05-26,10000000,Apo,2,terraced duplex
2022-05-25,65000000,Life Camp,4,semi-detached duplex
2022-05-25,25000000,Lugbe District,3,semi-detached bungalow
2022-05-25,65000000,Life Camp,4,terraced duplex
2022-05-25,150000000,Wuye,4,terraced duplex
2022-05-24,100000000,Guzape District,4,terraced duplex
2022-05-24,850000000,Guzape District,6,house
2022-05-24,550000000,Katampe,7,house
2022-05-24,350000000,Apo,5,detached duplex
2022-05-24,10000000,Idu Industrial,2,semi-detached bungalow
2022-05-24,45000000,Jabi,3,semi-detached duplex
2022-05-24,45000000,Wuye,4,terraced duplex
2022-05-24,48000000,Lugbe District,5,detached duplex
2022-05-24,170000000,Kaura,4,detached duplex
2022-05-24,70000000,Guzape District,4,terraced duplex
2022-05-24,150000000,Asokoro District,4,terraced duplex
2022-05-23,25000000,Bwari,4,detached bungalow
2022-05-23,52000000,Life Camp,3,semi-detached duplex
2022-05-23,250000000,Asokoro District,4,detached duplex
2022-05-23,35000000,Mararaba,2,block of flats
2022-05-23,1300000000,Asokoro District,7,detached duplex
2022-05-23,110000000,Gwarinpa,3,detached bungalow
2022-05-23,650000000,Asokoro District,6,house
2022-05-23,52000000,Life Camp,4,semi-detached duplex
2022-05-23,65000000,Gwarinpa,4,detached bungalow
2022-05-22,65000000,Life Camp,4,terraced duplex
2022-05-22,80000000,Wuye,4,terraced duplex
2022-05-22,25000000,Orozo,3,detached bungalow
2022-05-22,650000000,Asokoro District,6,detached duplex
2022-05-22,65000000,Dakibiyu,4,semi-detached duplex
2022-05-22,130000000,Mabushi,4,terraced duplex
2022-05-22,80000000,Jahi,4,terraced duplex
2022-05-22,70000000,Kado,4,terraced duplex
2022-04-04,150000000,Apo,4,detached duplex
2022-04-16,125000000,Life Camp,5,terraced duplex
2022-05-21,35000000,Life Camp,4,terraced duplex
2022-05-16,150000000,Apo,4,detached duplex
2022-05-20,70000000,Guzape District,4,terraced duplex
2022-05-20,85000000,Guzape District,4,terraced duplex
2022-05-20,250000000,Guzape District,5,detached duplex
2022-05-04,65000000,Lokogoma District,5,detached duplex
2022-05-20,150000000,Jahi,4,terraced duplex
2022-04-16,95000000,Kado,4,terraced duplex
2022-05-20,300000000,Guzape District,4,detached duplex
2022-05-19,150000000,Gwarinpa,4,terraced duplex
2022-05-19,100000000,Guzape District,4,terraced duplex
2022-05-19,78000000,Gwarinpa,3,detached bungalow
2022-05-19,47000000,Life Camp,4,terraced duplex
2022-05-19,100000000,Mabushi,4,terraced duplex
2022-05-14,242000000,Kado,4,semi-detached duplex
2022-05-19,350000000,Guzape District,6,semi-detached duplex
2022-05-19,100000000,Guzape District,4,terraced duplex
2022-05-19,85000000,Idu Industrial,5,semi-detached duplex
2022-05-19,220000000,Guzape District,5,terraced duplex
2022-05-19,80000000,Wuye,4,terraced duplex
2022-05-19,90000000,Wuye,4,terraced duplex
2022-04-28,130000000,Jabi,4,terraced duplex
2022-05-19,47000000,Karmo,3,terraced duplex
2022-05-18,260000000,Wuye,5,detached duplex
2022-05-18,200000000,Asokoro District,4,terraced duplex
2022-05-18,75000000,Kaura,4,terraced duplex
2022-05-18,38000000,Kuje,4,terraced duplex
2022-05-18,70000000,Katampe,4,terraced duplex
2022-05-18,300000000,Guzape District,5,semi-detached duplex
2022-05-17,1000000000,Katampe,4,terraced duplex
2022-05-17,250000000,Katampe,5,detached duplex
2022-05-17,140000000,Gwarinpa,4,terraced duplex
2022-05-17,600000000,Guzape District,6,detached duplex
2022-05-17,140000000,Katampe,4,terraced duplex
2022-05-17,180000000,Guzape District,4,terraced duplex
2022-05-17,150000000,Wuye,5,terraced duplex
2022-05-17,75000000,Jahi,4,terraced duplex
2022-04-06,55000000,Life Camp,3,terraced duplex
2022-05-17,150000000,Katampe,5,semi-detached duplex
2022-05-17,150000000,Guzape District,4,terraced duplex
2022-05-12,130000000,Gwarinpa,5,semi-detached duplex
2022-05-17,47000000,Life Camp,3,terraced duplex
2022-05-17,870000000,Gwarinpa,5,detached duplex
2022-05-17,300000000,Guzape District,5,detached duplex
2022-05-17,350000000,Guzape District,4,detached duplex
2022-05-16,250000000,Apo,6,detached duplex
2022-05-16,450000000,Gwarinpa,6,detached duplex
2022-05-16,1500000000,Asokoro District,9,detached duplex
2022-05-16,160000000,Katampe,4,terraced duplex
2022-05-16,250000000,Wuye,5,detached duplex
2022-05-16,230000000,Jahi,5,detached duplex
2022-05-16,60000000,Mabushi,2,block of flats
2022-05-16,80000000,Lokogoma District,4,detached duplex
2022-05-16,85000000,Life Camp,5,terraced duplex
2022-05-15,500000000,Guzape District,6,detached duplex
2022-05-15,45000000,Gwarinpa,4,detached duplex
2022-05-15,25000000,Lugbe District,3,semi-detached bungalow
2022-05-15,70000000,Gwarinpa,4,terraced duplex
2022-05-15,140000000,Jabi,4,terraced duplex
2022-05-14,280000000,Katampe,5,detached duplex
2022-05-14,900000000,Guzape District,5,terraced duplex
2022-05-14,7000000000,Garki,5,detached duplex
2022-05-14,170000000,Gwarinpa,5,detached duplex
2022-05-11,350000000,Kubwa,5,detached duplex
2022-05-13,400000000,Katampe,3,block of flats
2022-05-13,500000000,Guzape District,5,detached duplex
2022-05-08,250000000,Asokoro District,4,detached duplex
2022-05-13,950000000,Maitama District,5,detached duplex
2022-05-11,95000000,Jahi,4,terraced duplex
2022-05-12,85000000,Gwarinpa,4,detached duplex
2022-05-12,80000000,Mbora (Nbora),4,detached duplex
2022-05-12,170000000,Gwarinpa,5,detached duplex
2022-05-12,180000000,Gwarinpa,5,detached duplex
2022-05-12,250000000,Gwarinpa,6,detached duplex
2022-05-12,45000000,Lugbe District,3,semi-detached duplex
2022-05-12,199999999,Jabi,5,detached duplex
2022-05-12,400000000,Mabushi,5,detached duplex
2022-05-12,500000000,Mabushi,9,detached duplex
2022-05-11,85000000,Life Camp,4,terraced duplex
2022-05-11,100000000,Kado,4,semi-detached duplex
2022-05-11,2153204477,Katampe,7,detached duplex
2022-04-17,270000000,Guzape District,5,detached duplex
2022-04-17,220000000,Asokoro District,4,terraced duplex
2022-04-18,265000000,Wuye,4,detached duplex
2022-04-18,530000000,Wuye,5,detached duplex
2022-04-23,450000000,Asokoro District,5,detached duplex
2022-04-19,180000000,Wuye,5,semi-detached duplex
2022-05-10,70000000,Galadimawa,3,semi-detached duplex
2022-04-29,75000000,Durumi,4,terraced duplex
2022-05-10,450000000,Gwarinpa,8,detached duplex
2022-05-10,50000000,Life Camp,4,terraced duplex
2022-05-10,70000000,Jabi,5,semi-detached duplex
2022-05-10,450000000,Guzape District,5,detached duplex
2022-05-10,90000000,Life Camp,4,terraced duplex
2022-05-10,100000000,Mabushi,4,terraced duplex
2022-05-10,45000000,Life Camp,4,terraced duplex
2022-05-09,1300000000,Asokoro District,7,detached duplex
2022-05-09,250000000,Jahi,5,detached duplex
2022-05-09,280000000,Wuye,5,detached duplex
2022-05-09,150000000,Durumi,2,block of flats
2022-05-09,500000000,Guzape District,5,detached duplex
2022-05-08,80000000,Life Camp,4,terraced duplex
2022-05-08,140000000,Kado,7,detached duplex
2022-05-08,120000000,Apo,4,detached duplex
2022-05-08,100000000,Wuye,4,terraced duplex
2022-05-08,250000000,Wuye,5,detached duplex
2022-05-07,300000000,Maitama District,5,terraced duplex
2022-05-06,48000000,Life Camp,4,terraced duplex
2022-05-06,120000000,Apo,5,detached duplex
2022-05-06,250000000,Asokoro District,4,terraced duplex
2022-05-06,55000000,Mbora (Nbora),4,detached bungalow
2022-05-06,800000000,Maitama District,6,detached duplex
2022-05-06,70000000,Wuye,4,terraced duplex
2022-04-24,58000000,Katampe,3,block of flats
2022-05-04,360000000,Asokoro District,6,detached duplex
2022-05-04,270000000,Kubwa,7,detached duplex
2022-05-04,350000000,Katampe,5,detached duplex
2022-05-04,55000000,Asokoro District,3,terraced duplex
2022-05-04,95000000,Guzape District,4,terraced duplex
2022-05-04,50000000,Dakibiyu,4,terraced duplex
2022-05-03,20000000,Kurudu,3,semi-detached bungalow
2022-05-03,70000000,Life Camp,4,terraced duplex
2022-05-03,80000000,Durumi,4,terraced duplex
2022-04-04,210000000,Life Camp,6,detached duplex
2022-05-02,470000000,Asokoro District,6,detached duplex
2022-04-30,850000000,Jabi,10,semi-detached duplex
2022-04-30,120000000,Guzape District,4,terraced duplex
2022-04-30,250000000,Maitama District,4,terraced duplex
2022-04-29,250000000,Wuye,5,detached duplex
2022-04-29,75000000,Life Camp,5,terraced duplex
2022-04-28,150000000,Jabi,4,terraced duplex
2022-04-22,35000000,Lokogoma District,3,house
2022-04-27,120000000,Guzape District,4,terraced duplex
2022-04-27,120000000,Guzape District,5,terraced duplex
2022-04-27,600000000,Asokoro District,6,detached duplex
2022-04-26,600000000,Guzape District,5,detached duplex
2022-04-26,1300000000,Asokoro District,9,detached duplex
2022-04-26,72000000,Kaura,5,terraced duplex
2022-04-26,350000000,Wuye,3,block of flats
2022-04-26,450000000,Guzape District,6,detached duplex
2022-04-25,350000000,Asokoro District,5,house
2022-04-25,450000000,Jabi,5,detached duplex
2022-04-25,25000000,Life Camp,3,terraced duplex
2022-04-24,110000000,Apo,5,detached duplex
2022-04-24,260000000,Guzape District,5,detached duplex
2022-04-24,450000000,Guzape District,4,detached duplex
2022-04-23,280000000,Maitama District,4,terraced duplex
2022-04-23,190000000,Asokoro District,4,terraced duplex
2022-04-23,45000000,Gaduwa,3,terraced duplex
2022-04-23,70000000,Lugbe District,4,semi-detached duplex
2022-04-23,160000000,Wuye,4,terraced duplex
2022-04-23,75000000,Guzape District,4,terraced duplex
2022-04-23,550000000,Guzape District,6,detached duplex
2022-04-23,170000000,Life Camp,6,detached duplex
2022-04-22,90000000,Gwarinpa,4,detached duplex
2022-04-22,935000000,Life Camp,5,terraced duplex
2022-04-22,38000000,Asokoro District,2,terraced duplex
2022-04-20,58000000,Apo,4,detached duplex
2022-04-21,65000000,Life Camp,4,semi-detached duplex
2022-04-21,25000000,Life Camp,4,terraced duplex
2022-04-21,23000000,Dakwo,3,house
2022-04-21,75000000,Durumi,4,terraced duplex
2022-04-21,130000000,Wuye,4,terraced duplex
2022-04-06,1500000000,Katampe,4,detached duplex
2022-04-21,84535000,Asokoro District,3,terraced duplex
2022-04-20,55000000,Gaduwa,3,block of flats
2022-04-19,45000000,Idu Industrial,4,terraced duplex
2022-04-20,175000000,Wuye,5,semi-detached duplex
2022-04-19,220000000,Galadimawa,4,detached duplex
2022-04-19,105000000,Life Camp,5,house
2022-04-19,250000000,Kaura,5,detached duplex
2022-04-19,85000000,Jahi,4,terraced duplex
2022-04-18,70000000,Gaduwa,4,terraced duplex
2022-04-18,170000000,Gwarinpa,5,detached duplex
2022-04-18,210000000,Gwarinpa,5,detached duplex
2022-04-18,150000000,Gwarinpa,5,detached duplex
2022-04-18,1600000000,Asokoro District,10,detached duplex
2022-04-18,85000000,Lokogoma District,4,detached duplex
2022-04-18,75000000,Guzape District,4,terraced duplex
2022-04-17,255000000,Gwarinpa,8,detached duplex
2022-04-16,45000000,Jabi,3,semi-detached duplex
2022-04-06,80000000,Lokogoma District,4,detached duplex
2022-04-15,65000000,Galadimawa,4,detached duplex
2022-04-15,95000000,Life Camp,4,detached duplex
2022-04-15,700000000,Asokoro District,5,detached duplex
2022-04-15,55000000,Gaduwa,4,terraced duplex
2022-04-14,1000000000,Asokoro District,7,detached duplex
2022-04-14,155000000,Utako,4,terraced duplex
2022-04-13,350000000,Katampe,4,detached duplex
2022-04-13,150000000,Life Camp,4,terraced duplex
2022-04-13,65000000,Life Camp,5,detached duplex
2022-04-13,330000000,Apo,6,detached duplex
2022-04-13,90000000,Gwarinpa,4,detached duplex
2022-04-13,90000000,Life Camp,4,terraced duplex
2022-04-12,150000000,Jabi,4,terraced duplex
2022-04-12,68000000,Life Camp,4,terraced duplex
2022-04-12,250000000,Guzape District,5,detached duplex
2022-04-12,10000000,Idu Industrial,2,house
2022-04-12,50000000,Gaduwa,4,house
2022-04-12,250000000,Wuye,5,detached duplex
2022-04-12,12000000,Idu Industrial,3,semi-detached bungalow
2022-04-12,80000000,Life Camp,5,semi-detached duplex
2022-04-11,500000000,Maitama District,4,semi-detached duplex
2022-04-11,150000000,Jahi,4,terraced duplex
2022-04-11,350000000,Maitama District,4,terraced duplex
2022-04-10,90000000,Life Camp,4,terraced duplex
2022-04-10,48000000,Lugbe District,5,detached duplex
2022-04-09,85000000,Lokogoma District,4,detached duplex
2022-04-09,200000000,Guzape District,6,terraced duplex
2022-04-09,60000000,Mabushi,4,block of flats
2022-04-09,850000000,Katampe,7,detached duplex
2022-04-08,280000000,Mabushi,3,block of flats
2022-04-08,300000000,Mabushi,4,semi-detached duplex
2022-04-08,150000000,Jabi,4,terraced duplex
2022-04-08,250000000,Lokogoma District,4,detached duplex
2022-04-06,135000000,Mabushi,4,detached duplex
2022-04-07,47000000,Lokogoma District,4,semi-detached duplex
2022-04-07,125000000,Life Camp,4,terraced duplex
2022-04-06,120000000,Life Camp,5,terraced duplex
2022-04-06,120000000,Life Camp,4,terraced duplex
2022-04-06,120000000,Life Camp,4,terraced duplex
2022-04-06,160000000,Jabi,4,terraced duplex
2022-04-06,35000000,Lokogoma District,3,terraced duplex
2022-04-05,53000000,Life Camp,3,terraced duplex
2022-04-05,160000000,Katampe,4,terraced bungalow
2022-04-05,65000000,Gaduwa,4,terraced duplex
2022-04-05,120000000,Life Camp,3,terraced duplex
2022-04-05,50000000,Jikwoyi,3,block of flats
2022-04-05,90000000,Life Camp,4,terraced duplex
2022-04-04,1500000000,Guzape District,9,detached duplex
2022-04-04,150000000,Katampe,4,terraced duplex
2022-04-04,145000000,Kado,6,detached duplex
2022-04-04,120000000,Mabushi,4,terraced duplex
2022-04-04,30000000,Lugbe District,4,terraced duplex
2022-04-03,160000000,Guzape District,4,terraced duplex
2022-04-03,130000000,Katampe,4,terraced duplex
2022-04-03,70000000,Karmo,4,terraced duplex
2022-04-03,185000000,Mbora (Nbora),4,detached duplex
2021-05-05,100000000,Katampe,4,terraced duplex
2022-10-02,400000000,Gwarinpa,10,detached duplex
2022-10-02,130000000,Katampe,4,terraced duplex
2022-10-02,90000000,Guzape District,4,terraced duplex
2022-10-02,100000000,Jahi,3,terraced duplex
2022-10-02,420000000,Jabi,3,house
2022-10-02,63000000,Wuye,4,house
2022-10-02,14500000,Mararaba,3,detached bungalow
2022-10-01,250000000,Jahi,6,detached duplex
2022-10-01,80000000,Gwarinpa,4,detached bungalow
2022-10-01,180000000,Lugbe District,2,block of flats
2022-10-01,1050000000,Asokoro District,9,detached duplex
2022-09-30,19000000,Orozo,4,detached bungalow
2022-09-30,10000000,Orozo,2,detached bungalow
2022-09-30,165000000,Gwarinpa,4,detached duplex
